seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr14	61448128	61448169	42	*	X2286	57570	61438167	61447782	9616	-	345	upstream	345	TRMT5
chr14	61448188	61448200	13	*	X2287	57570	61438167	61447782	9616	-	405	upstream	405	TRMT5
chr14	62162229	62162347	119	*	X2289	3091	62162119	62214977	52859	+	0	inside	109	HIF1A
chr14	68066821	68066841	21	*	X2294	5283	68056023	68067017	10995	-	0	inside	175	PIGH
chr14	69445782	69445845	64	*	X2296	161159	69446399	69454180	7782	+	553	upstream	553	ACTN1-AS1
chr14	69445782	69445845	64	*	X2296	87	69340840	69446083	105244	-	0	inside	237	ACTN1
chr14	69619983	69620020	38	*	X2300	8816	69517637	69619914	102278	-	68	upstream	68	DCAF5
chr14	70078017	70078046	30	*	X2301	9766	70078310	70181861	103552	+	263	upstream	263	SUSD6
chr14	70234260	70234419	160	*	X2303	100289511	70233000	70234430	1431	-	0	inside	10	LOC100289511
chr14	70234756	70234774	19	*	X2304	100289511	70233000	70234430	1431	-	325	upstream	325	LOC100289511
chr14	71275691	71275755	65	*	X2305	4293	71194854	71275888	81035	-	0	inside	132	MAP3K9
chr14	73525321	73525429	109	*	X2306	58517	73525221	73588076	62856	+	0	inside	99	RBM25
chr14	74180970	74180997	28	*	X2308	9240	74178486	74181128	2643	-	0	inside	130	PNMA1
chr14	74181019	74181041	23	*	X2309	9240	74178486	74181128	2643	-	0	inside	86	PNMA1
chr14	74181070	74181102	33	*	X2310	9240	74178486	74181128	2643	-	0	inside	25	PNMA1
chr14	74318776	74318788	13	*	X2311	145482	74318534	74352168	33635	+	0	inside	241	PTGR2
chr14	74318776	74318788	13	*	X2311	57862	74318674	74398991	80318	+	0	inside	101	ZNF410
chr14	75079581	75079594	14	*	X2312	4053	74964886	75079034	114149	-	546	upstream	546	LTBP2
chr14	75593818	75593946	129	*	X2314	91754	75548818	75593778	44961	-	39	upstream	39	NEK9
chr14	75744064	75744112	49	*	X2315	2353	75745481	75748937	3457	+	1368	upstream	1368	FOS
chr14	77227762	77227771	10	*	X2316	22846	77228235	77249363	21129	+	463	upstream	463	VASH1
chr14	77228019	77228108	90	*	X2317	22846	77228235	77249363	21129	+	126	upstream	126	VASH1
chr14	77564003	77564021	19	*	X2319	85457	77564578	77583630	19053	+	556	upstream	556	CIPC
chr14	89029468	89029547	80	*	X2323	79882	89029253	89079853	50601	+	0	inside	214	ZC3H14
chr14	90422376	90422497	122	*	X2324	90141	90263469	90421089	157621	-	1286	upstream	1286	EFCAB11
chr14	91977070	91977135	66	*	X2327	55671	91923956	91976813	52858	-	256	upstream	256	PPP4R3A
chr14	92413878	92413890	13	*	X2328	10516	92335755	92414046	78292	-	0	inside	155	FBLN5
chr14	92588015	92588092	78	*	X2329	4707	92582468	92588153	5686	-	0	inside	60	NDUFB1
chr14	92588015	92588092	78	*	X2329	53981	92588298	92630543	42246	+	205	upstream	205	CPSF2
chr14	94547310	94547333	24	*	X2331	122509	94547639	94569060	21422	+	305	upstream	305	IFI27L1
chr14	94547310	94547333	24	*	X2331	57062	94517268	94547558	30291	-	0	inside	224	DDX24
chr14	100842832	100842936	105	*	X2333	7453	100800125	100842680	42556	-	151	upstream	151	WARS1
chr14	100842832	100842936	105	*	X2333	79446	100842755	100996640	153886	+	0	inside	76	WDR25
chr14	102431027	102431285	259	*	X2335	1778	102430865	102517135	86271	+	0	inside	161	DYNC1H1
chr14	103243037	103243363	327	*	X2337	7187	103243816	103377837	134022	+	452	upstream	452	TRAF3
chr14	103800170	103800188	19	*	X2339	1983	103800339	103811361	11023	+	150	upstream	150	EIF5
chr14	103800631	103800689	59	*	X2340	1983	103800339	103811361	11023	+	0	inside	291	EIF5
chr14	103851926	103851973	48	*	X2342	4140	103851701	103970166	118466	+	0	inside	224	MARK3
chr14	105647725	105647885	161	*	X2351	256281	105639274	105647660	8387	-	64	upstream	64	NUDT14
chr14	105782024	105782055	32	*	X2352	2972	105675623	105781914	106292	-	109	upstream	109	BRF1
chr15	25199929	25200014	86	*	X2353	8926	25200070	25244225	44156	+	55	upstream	55	SNURF
chr15	29561776	29561790	15	*	X2355	56160	29560353	29562020	1668	-	0	inside	229	NSMCE3
chr15	29561809	29561998	190	*	X2356	56160	29560353	29562020	1668	-	0	inside	21	NSMCE3
chr15	30114268	30114431	164	*	X2357	7082	29992357	30114706	122350	-	0	inside	274	TJP1
chr15	30114491	30114607	117	*	X2358	7082	29992357	30114706	122350	-	0	inside	98	TJP1
chr15	30114889	30114903	15	*	X2359	7082	29992357	30114706	122350	-	182	upstream	182	TJP1
chr15	31283651	31283731	81	*	X2360	54893	31231144	31283807	52664	-	0	inside	75	MTMR10
chr15	35280770	35280816	47	*	X2362	54989	35270542	35280497	9956	-	272	upstream	272	ZNF770
chr15	35280837	35280934	98	*	X2363	54989	35270542	35280497	9956	-	339	upstream	339	ZNF770
chr15	37393396	37393439	44	*	X2364	4212	37183222	37393500	210279	-	0	inside	60	MEIS2
chr15	40226320	40226381	62	*	X2366	440275	40226347	40327797	101451	+	0	overlapStart	0	EIF2AK4
chr15	40226416	40226529	114	*	X2367	440275	40226347	40327797	101451	+	0	inside	68	EIF2AK4
chr15	40886237	40886299	63	*	X2368	57082	40886447	40954881	68435	+	147	upstream	147	KNL1
chr15	40886440	40886610	171	*	X2369	57082	40886447	40954881	68435	+	0	overlapStart	0	KNL1
chr15	41913671	41913759	89	*	X2371	23269	41913764	42062141	148378	+	4	upstream	4	MGA
chr15	42066701	42066781	81	*	X2372	23005	42066632	42120053	53422	+	0	inside	68	MAPKBP1
chr15	43622321	43622427	107	*	X2375	161823	43622872	43646096	23225	+	444	upstream	444	ADAL
chr15	44580905	44581020	116	*	X2376	113201	44580909	44707959	127051	+	0	overlapStart	0	CASC4
chr15	44581064	44581117	54	*	X2377	113201	44580909	44707959	127051	+	0	inside	154	CASC4
chr15	44829356	44829502	147	*	X2378	645212	44826703	44829121	2419	-	234	upstream	234	EIF3J-DT
chr15	44829356	44829502	147	*	X2378	8669	44829266	44855001	25736	+	0	inside	89	EIF3J
chr15	44829516	44829527	12	*	X2379	645212	44826703	44829121	2419	-	394	upstream	394	EIF3J-DT
chr15	44829516	44829527	12	*	X2379	8669	44829266	44855001	25736	+	0	inside	249	EIF3J
chr15	44829617	44829631	15	*	X2380	645212	44826703	44829121	2419	-	495	upstream	495	EIF3J-DT
chr15	45019249	45019274	26	*	X2381	140691	45021219	45060025	38807	+	1944	upstream	1944	TRIM69
chr15	45493473	45493516	44	*	X2384	90525	45459412	45493373	33962	-	99	upstream	99	SHF
chr15	50647142	50647178	37	*	X2387	55056	50641135	50647076	5942	-	65	upstream	65	GABPB1-IT1
chr15	50647726	50647739	14	*	X2388	2553	50569389	50647605	78217	-	120	upstream	120	GABPB1
chr15	50647726	50647739	14	*	X2388	55056	50641135	50647076	5942	-	649	upstream	649	GABPB1-IT1
chr15	51914970	51915106	137	*	X2390	23312	51739921	51914967	175047	-	2	upstream	2	DMXL2
chr15	52263735	52263763	29	*	X2391	123169	52230222	52263958	33737	-	0	inside	194	LEO1
chr15	52263874	52263923	50	*	X2392	123169	52230222	52263958	33737	-	0	inside	34	LEO1
chr15	53082642	53082821	180	*	X2394	3175	53049160	53082209	33050	-	432	upstream	432	ONECUT1
chr15	59226299	59226313	15	*	X2396	79811	59171244	59225852	54609	-	446	upstream	446	SLTM
chr15	59397410	59397480	71	*	X2397	9133	59397284	59417244	19961	+	0	inside	125	CCNB2
chr15	59664930	59664991	62	*	X2398	4643	59428168	59665071	236904	-	0	inside	79	MYO1E
chr15	59730097	59730125	29	*	X2399	145773	59730372	59815751	85380	+	246	upstream	246	FAM81A
chr15	60691321	60691378	58	*	X2400	302	60639350	60690185	50836	-	1135	upstream	1135	ANXA2
chr15	63334201	63334214	14	*	X2401	7168	63334838	63364113	29276	+	623	upstream	623	TPM1
chr15	63335016	63335077	62	*	X2402	7168	63334838	63364113	29276	+	0	inside	177	TPM1
chr15	64455027	64455173	147	*	X2406	5479	64448014	64455354	7341	-	0	inside	180	PPIB
chr15	65578688	65578785	98	*	X2408	54956	65550437	65579018	28582	-	0	inside	232	PARP16
chr15	66585736	66585777	42	*	X2410	115752	66585633	66626236	40604	+	0	inside	102	DIS3L
chr15	66585828	66585891	64	*	X2411	115752	66585633	66626236	40604	+	0	inside	194	DIS3L
chr15	69745320	69745454	135	*	X2418	6176	69745159	69747884	2726	+	0	inside	160	RPLP1
chr15	72523394	72523565	172	*	X2426	5315	72491370	72523727	32358	-	0	inside	161	PKM
chr15	75660572	75660781	210	*	X2434	4123	75648133	75660968	12836	-	0	inside	186	MAN2C1
chr15	75661152	75661152	1	*	X2435	4123	75648133	75660968	12836	-	183	upstream	183	MAN2C1
chr15	79103522	79103660	139	*	X2437	11173	79051545	79103773	52229	-	0	inside	112	ADAMTS7
chr15	82339031	82339184	154	*	X2442	84206	82334119	82338484	4366	-	546	upstream	546	MEX3B
chr15	82339566	82339619	54	*	X2443	84206	82334119	82338484	4366	-	1081	upstream	1081	MEX3B
chr15	85259542	85259573	32	*	X2449	23478	85212768	85259691	46924	-	0	inside	117	SEC11A
chr15	85923878	85923991	114	*	X2450	11214	85923847	86292589	368743	+	0	inside	30	AKAP13
chr15	90358520	90358529	10	*	X2452	290	90328126	90358072	29947	-	447	upstream	447	ANPEP
chr15	90358542	90358597	56	*	X2453	290	90328126	90358072	29947	-	469	upstream	469	ANPEP
chr15	90437479	90437609	131	*	X2455	10239	90373831	90437617	63787	-	0	inside	7	AP3S2
chr15	90437626	90437685	60	*	X2456	10239	90373831	90437617	63787	-	8	upstream	8	AP3S2
chr15	101792387	101792399	13	*	X2466	22856	101715928	101792137	76210	-	249	upstream	249	CHSY1
chr15	101792467	101792573	107	*	X2467	22856	101715928	101792137	76210	-	329	upstream	329	CHSY1
chr15	101792623	101792647	25	*	X2468	22856	101715928	101792137	76210	-	485	upstream	485	CHSY1
chr15	101792689	101792702	14	*	X2469	22856	101715928	101792137	76210	-	551	upstream	551	CHSY1
chr16	103085	103150	66	*	X2471	79622	103829	107669	3841	+	678	upstream	678	SNRNP25
chr16	103168	103192	25	*	X2472	79622	103829	107669	3841	+	636	upstream	636	SNRNP25
chr16	577199	577325	127	*	X2473	64493	576847	577407	561	-	0	inside	81	LINC00235
chr16	577199	577325	127	*	X2473	6650	577856	604636	26781	+	530	upstream	530	CAPN15
chr16	686515	686553	39	*	X2474	84326	684429	686347	1919	-	167	upstream	167	METTL26
chr16	686565	686734	170	*	X2475	84326	684429	686347	1919	-	217	upstream	217	METTL26
chr16	1822984	1823212	229	*	X2477	197342	1823229	1826340	3112	+	16	upstream	16	EME2
chr16	1822984	1823212	229	*	X2477	4832	1820321	1821710	1390	-	1273	upstream	1273	NME3
chr16	1822984	1823212	229	*	X2477	65993	1821896	1823140	1245	-	0	overlapStart	0	MRPS34
chr16	2205193	2205270	78	*	X2480	26788	2205024	2205106	83	-	86	upstream	86	SNORD60
chr16	2205193	2205270	78	*	X2480	84231	2205799	2228130	22332	+	528	upstream	528	TRAF7
chr16	2318516	2318586	71	*	X2481	10921	2303100	2318413	15314	-	102	upstream	102	RNPS1
chr16	2563506	2563555	50	*	X2482	527	2563727	2570224	6498	+	171	upstream	171	ATP6V0C
chr16	2653168	2653220	53	*	X2483	652276	2653385	2680495	27111	+	164	upstream	164	LOC652276
chr16	2802198	2802226	29	*	X2484	23524	2802330	2821413	19084	+	103	upstream	103	SRRM2
chr16	2802631	2802706	76	*	X2485	100128788	2787077	2802601	15525	-	29	upstream	29	SRRM2-AS1
chr16	2803046	2803185	140	*	X2486	100128788	2787077	2802601	15525	-	444	upstream	444	SRRM2-AS1
chr16	2803241	2803349	109	*	X2487	100128788	2787077	2802601	15525	-	639	upstream	639	SRRM2-AS1
chr16	2803362	2803391	30	*	X2488	100128788	2787077	2802601	15525	-	760	upstream	760	SRRM2-AS1
chr16	3070459	3070526	68	*	X2490	51330	3070313	3072383	2071	+	0	inside	145	TNFRSF12A
chr16	3073868	3074143	276	*	X2491	54985	3072626	3074287	1662	-	0	inside	143	HCFC1R1
chr16	3073868	3074143	276	*	X2491	79228	3074032	3077756	3725	+	0	overlapStart	0	THOC6
chr16	3355266	3355309	44	*	X2505	7627	3355433	3368576	13144	+	123	upstream	123	ZNF75A
chr16	3355266	3355309	44	*	X2505	91151	3348808	3355439	6632	-	0	inside	129	TIGD7
chr16	3493109	3493130	22	*	X2507	79903	3493668	3536963	43296	+	537	upstream	537	NAA60
chr16	3493199	3493200	2	*	X2508	146434	3486110	3493490	7381	-	0	inside	289	ZNF597
chr16	3493199	3493200	2	*	X2508	79903	3493668	3536963	43296	+	467	upstream	467	NAA60
chr16	4401034	4401077	44	*	X2514	51025	4390252	4401373	11122	-	0	inside	295	PAM16
chr16	4401525	4401563	39	*	X2515	51025	4390252	4401373	11122	-	151	upstream	151	PAM16
chr16	14726504	14726538	35	*	X2519	51283	14726668	14763093	36426	+	129	upstream	129	BFAR
chr16	21531466	21531863	398	*	X2522	100271836	21415198	21531765	116568	-	0	overlapStart	0	SMG1P3
chr16	21531466	21531863	398	*	X2522	387254	21529230	21531765	2536	-	0	overlapStart	0	SLC7A5P2
chr16	21531877	21531891	15	*	X2523	100271836	21415198	21531765	116568	-	111	upstream	111	SMG1P3
chr16	21531877	21531891	15	*	X2523	387254	21529230	21531765	2536	-	111	upstream	111	SLC7A5P2
chr16	21531941	21531970	30	*	X2524	100271836	21415198	21531765	116568	-	175	upstream	175	SMG1P3
chr16	21531941	21531970	30	*	X2524	387254	21529230	21531765	2536	-	175	upstream	175	SLC7A5P2
chr16	21610920	21611023	104	*	X2525	51108	21610856	21668792	57937	+	0	inside	63	METTL9
chr16	22448435	22448664	230	*	X2530	641298	22448329	22503541	55213	+	0	inside	105	SMG1P1
chr16	28833824	28833934	111	*	X2531	11273	28834369	28848558	14190	+	434	upstream	434	ATXN2L
chr16	29911319	29911321	3	*	X2534	253982	29912147	29930953	18807	+	825	upstream	825	ASPHD1
chr16	29911319	29911321	3	*	X2534	26470	29882480	29910585	28106	-	733	upstream	733	SEZ6L2
chr16	29984622	29984763	142	*	X2535	9344	29985188	30003582	18395	+	424	upstream	424	TAOK2
chr16	30108047	30108113	67	*	X2536	83719	30103635	30107537	3903	-	509	upstream	509	YPEL3
chr16	30968891	30968929	39	*	X2544	9739	30968615	30995981	27367	+	0	inside	275	SETD1A
chr16	54963878	54963900	23	*	X2547	10265	54965111	54968395	3285	+	1210	upstream	1210	IRX5
chr16	54963878	54963900	23	*	X2547	643911	54952777	54963101	10325	-	776	upstream	776	CRNDE
chr16	56642244	56642324	81	*	X2548	4489	56642478	56673999	31522	+	153	upstream	153	MT1A
chr16	56642244	56642324	81	*	X2548	4502	56642478	56643409	932	+	153	upstream	153	MT2A
chr16	56642628	56642643	16	*	X2549	4489	56642478	56673999	31522	+	0	inside	149	MT1A
chr16	56642628	56642643	16	*	X2549	4502	56642478	56643409	932	+	0	inside	149	MT2A
chr16	58163165	58163197	33	*	X2556	29105	58147497	58163296	15800	-	0	inside	98	CFAP20
chr16	67218541	67218562	22	*	X2558	653319	67209505	67217943	8439	-	597	upstream	597	KIAA0895L
chr16	68344727	68344772	46	*	X2562	54496	68344877	68391169	46293	+	104	upstream	104	PRMT7
chr16	68344727	68344772	46	*	X2562	84138	68334518	68344868	10351	-	0	inside	95	SLC7A6OS
chr16	68344784	68344934	151	*	X2563	54496	68344877	68391169	46293	+	0	overlapStart	0	PRMT7
chr16	68344784	68344934	151	*	X2563	84138	68334518	68344868	10351	-	0	overlapStart	0	SLC7A6OS
chr16	68344986	68345029	44	*	X2564	54496	68344877	68391169	46293	+	0	inside	108	PRMT7
chr16	68344986	68345029	44	*	X2564	84138	68334518	68344868	10351	-	117	upstream	117	SLC7A6OS
chr16	68877628	68877656	29	*	X2566	79613	68877509	69119085	241577	+	0	inside	118	TANGO6
chr16	69221042	69221090	49	*	X2567	6645	69221050	69342955	121906	+	0	overlapStart	0	SNTB2
chr16	69345291	69345388	98	*	X2568	27183	69345287	69358946	13660	+	0	inside	3	VPS4A
chr16	69373332	69373415	84	*	X2569	51388	69373415	69377013	3599	+	0	overlapStart	0	NIP7
chr16	69373332	69373415	84	*	X2569	84342	69362524	69373526	11003	-	0	inside	110	COG8
chr16	69599522	69599722	201	*	X2570	100302119	69599711	69599771	61	-	0	overlapEnd	48	MIR1538
chr16	69599522	69599722	201	*	X2570	10725	69599869	69738569	138701	+	146	upstream	146	NFAT5
chr16	70323171	70323249	79	*	X2571	11269	70323670	70367735	44066	+	420	upstream	420	DDX19B
chr16	70323171	70323249	79	*	X2571	16	70286297	70323412	37116	-	0	inside	162	AARS1
chr16	70323298	70323361	64	*	X2572	11269	70323670	70367735	44066	+	308	upstream	308	DDX19B
chr16	70323298	70323361	64	*	X2572	16	70286297	70323412	37116	-	0	inside	50	AARS1
chr16	71917952	71918051	100	*	X2574	55565	71893583	71918093	24511	-	0	inside	41	ZNF821
chr16	75657539	75657543	5	*	X2578	23536	75632247	75657221	24975	-	317	upstream	317	ADAT1
chr16	75681824	75681857	34	*	X2579	54386	75681635	75691341	9707	+	0	inside	188	TERF2IP
chr16	81040349	81040364	16	*	X2582	55839	81040103	81066709	26607	+	0	inside	245	CENPN
chr16	81040349	81040364	16	*	X2582	56942	81009699	81040502	30804	-	0	inside	137	CMC2
chr16	89574559	89574706	148	*	X2596	6687	89574805	89624174	49370	+	98	upstream	98	SPG7
chr16	89574725	89574732	8	*	X2597	6687	89574805	89624174	49370	+	72	upstream	72	SPG7
chr16	89626829	89626851	23	*	X2598	606500	89627838	89627909	72	+	986	upstream	986	SNORD68
chr16	89626829	89626851	23	*	X2598	6137	89627065	89633237	6173	+	213	upstream	213	RPL13
chr16	89627594	89627603	10	*	X2599	606500	89627838	89627909	72	+	234	upstream	234	SNORD68
chr16	89787111	89787264	154	*	X2600	9605	89773541	89787394	13854	-	0	inside	129	VPS9D1
chr16	89940185	89940357	173	*	X2601	22980	89939994	89977792	37799	+	0	inside	190	TCF25
chr17	1619346	1619375	30	*	X2604	124997	1619817	1641893	22077	+	441	upstream	441	WDR81
chr17	1619346	1619375	30	*	X2604	84981	1614798	1619566	4769	-	0	inside	190	MIR22HG
chr17	2304007	2304042	36	*	X2609	4335	2287354	2304258	16905	-	0	inside	215	MNT
chr17	4613282	4613301	20	*	X2614	409	4613789	4624795	11007	+	487	upstream	487	ARRB2
chr17	4852166	4852203	38	*	X2617	5216	4848945	4852381	3437	-	0	inside	177	PFN1
chr17	4852406	4852484	79	*	X2618	2027	4854384	4860426	6043	+	1899	upstream	1899	ENO3
chr17	4852406	4852484	79	*	X2618	5216	4848945	4852381	3437	-	24	upstream	24	PFN1
chr17	5372113	5372140	28	*	X2619	56919	5344232	5372380	28149	-	0	inside	239	DHX33
chr17	7155032	7155054	23	*	X2621	23399	7146906	7155259	8354	-	0	inside	204	CTDNEP1
chr17	7155032	7155054	23	*	X2621	23587	7155372	7163259	7888	+	317	upstream	317	ELP5
chr17	7198050	7198111	62	*	X2622	51087	7191571	7197876	6306	-	173	upstream	173	YBX2
chr17	7387828	7388069	242	*	X2623	5430	7387698	7417935	30238	+	0	inside	129	POLR2A
chr17	7387828	7388069	242	*	X2623	57659	7362685	7387568	24884	-	259	upstream	259	ZBTB4
chr17	7465015	7465093	79	*	X2624	100533955	7465309	7482324	17016	+	215	upstream	215	SENP3-EIF4A1
chr17	7465015	7465093	79	*	X2624	26168	7465309	7475287	9979	+	215	upstream	215	SENP3
chr17	7476402	7476623	222	*	X2625	652965	7478031	7478165	135	+	1407	upstream	1407	SNORA48
chr17	8022960	8023008	49	*	X2629	59344	7999218	8022234	23017	-	725	upstream	725	ALOXE3
chr17	8023241	8023329	89	*	X2630	59344	7999218	8022234	23017	-	1006	upstream	1006	ALOXE3
chr17	8023547	8023800	254	*	X2631	59344	7999218	8022234	23017	-	1312	upstream	1312	ALOXE3
chr17	8024147	8024287	141	*	X2632	59344	7999218	8022234	23017	-	1912	upstream	1912	ALOXE3
chr17	8089767	8089783	17	*	X2638	100500892	8090493	8090577	85	+	709	upstream	709	NA
chr17	8089767	8089783	17	*	X2638	100616406	8090263	8090322	60	+	479	upstream	479	MIR4521
chr17	8090035	8090082	48	*	X2639	100500892	8090493	8090577	85	+	410	upstream	410	NA
chr17	8090035	8090082	48	*	X2639	100616406	8090263	8090322	60	+	180	upstream	180	MIR4521
chr17	8090364	8090847	484	*	X2640	100500892	8090493	8090577	85	+	0	includeFeature	0	NA
chr17	8339357	8339396	40	*	X2644	81565	8339170	8371495	32326	+	0	inside	186	NDEL1
chr17	18218639	18218724	86	*	X2649	140775	18218594	18231370	12777	+	0	inside	44	SMCR8
chr17	18218639	18218724	86	*	X2649	7156	18177235	18218321	41087	-	317	upstream	317	TOP3A
chr17	25621291	25621291	1	*	X2652	100616277	25620936	25621022	87	-	268	upstream	268	MIR4522
chr17	25621291	25621291	1	*	X2652	26118	25621106	25640645	19540	+	0	inside	184	WSB1
chr17	27055673	27055707	35	*	X2655	116238	27051366	27053949	2584	-	1723	upstream	1723	TLCD1
chr17	27055673	27055707	35	*	X2655	284086	27055832	27069784	13953	+	124	upstream	124	NEK8
chr17	27230171	27230426	256	*	X2658	147015	27224799	27230089	5291	-	81	upstream	81	DHRS13
chr17	27230469	27230514	46	*	X2659	147015	27224799	27230089	5291	-	379	upstream	379	DHRS13
chr17	27620900	27621026	127	*	X2662	57532	27582854	27621166	38313	-	0	inside	139	NUFIP2
chr17	28619000	28619014	15	*	X2666	642	28575213	28619184	43972	-	0	inside	169	BLMH
chr17	30186496	30186608	113	*	X2670	55352	30178884	30186326	7443	-	169	upstream	169	COPRS
chr17	33905568	33905716	149	*	X2672	5193	33901814	33905656	3843	-	0	overlapStart	0	PEX12
chr17	33905735	33905744	10	*	X2673	5193	33901814	33905656	3843	-	78	upstream	78	PEX12
chr17	36831450	36831532	83	*	X2675	100170841	36827959	36831187	3229	-	262	upstream	262	EPOP
chr17	37310519	37310665	147	*	X2678	57125	37219556	37309485	89930	-	1033	upstream	1033	PLXDC1
chr17	37844320	37844343	24	*	X2679	2064	37844393	37884915	40523	+	49	upstream	49	ERBB2
chr17	37844320	37844343	24	*	X2679	93210	37827375	37844310	16936	-	9	upstream	9	PGAP3
chr17	37844355	37844407	53	*	X2680	2064	37844393	37884915	40523	+	0	overlapStart	0	ERBB2
chr17	37844355	37844407	53	*	X2680	93210	37827375	37844310	16936	-	44	upstream	44	PGAP3
chr17	38020577	38020633	57	*	X2681	22806	37913968	38020441	106474	-	135	upstream	135	IKZF3
chr17	40575108	40575220	113	*	X2698	284119	40554467	40575338	20872	-	0	inside	117	CAVIN1
chr17	40834408	40834450	43	*	X2699	2826	40831420	40833845	2426	-	562	upstream	562	CCR10
chr17	40834408	40834450	43	*	X2699	8506	40834632	40852011	17380	+	181	upstream	181	CNTNAP1
chr17	41381684	41382414	731	*	X2700	100874261	41373437	41381062	7626	-	621	upstream	621	CCDC200
chr17	41466012	41466379	368	*	X2705	100130581	41447213	41466266	19054	-	0	overlapStart	0	LINC00910
chr17	42277028	42277067	40	*	X2709	56970	42269173	42275529	6357	-	1498	upstream	1498	ATXN7L3
chr17	42277089	42277165	77	*	X2710	56970	42269173	42275529	6357	-	1559	upstream	1559	ATXN7L3
chr17	43224407	43224418	12	*	X2711	10614	43224684	43229468	4785	+	265	upstream	265	HEXIM1
chr17	45727312	45727454	143	*	X2718	3837	45727204	45761004	33801	+	0	inside	107	KPNB1
chr17	45772154	45772197	44	*	X2719	9755	45772630	45789429	16800	+	432	upstream	432	TBKBP1
chr17	45772240	45772253	14	*	X2720	9755	45772630	45789429	16800	+	376	upstream	376	TBKBP1
chr17	45772265	45772679	415	*	X2721	9755	45772630	45789429	16800	+	0	overlapStart	0	TBKBP1
chr17	45772713	45772764	52	*	X2722	9755	45772630	45789429	16800	+	0	inside	82	TBKBP1
chr17	46178614	46178647	34	*	X2726	10951	46147414	46178883	31470	-	0	inside	235	CBX1
chr17	47074632	47074706	75	*	X2734	10642	47074774	47133507	58734	+	67	upstream	67	IGF2BP1
chr17	47439769	47439864	96	*	X2735	22834	47366568	47439835	73268	-	0	overlapStart	0	ZNF652
chr17	47653018	47653064	47	*	X2736	11248	47653298	47661171	7874	+	233	upstream	233	NXPH3
chr17	47653259	47653341	83	*	X2737	11248	47653298	47661171	7874	+	0	overlapStart	0	NXPH3
chr17	48228421	48228422	2	*	X2739	84687	48211101	48227877	16777	-	543	upstream	543	PPP1R9B
chr17	48228577	48228583	7	*	X2740	84687	48211101	48227877	16777	-	699	upstream	699	PPP1R9B
chr17	48556029	48556029	1	*	X2742	55316	48556190	48563336	7147	+	160	upstream	160	RSAD1
chr17	53046044	53046269	226	*	X2744	1353	53029259	53046064	16806	-	0	overlapStart	0	COX11
chr17	53046044	53046269	226	*	X2744	252983	53046126	53241449	195324	+	0	overlapStart	0	STXBP4
chr17	54912471	54912485	15	*	X2745	339210	54869274	54911256	41983	-	1214	upstream	1214	C17orf67
chr17	55927703	55927806	104	*	X2747	51649	55916287	55927433	11147	-	269	upstream	269	MRPS23
chr17	56160976	56161178	203	*	X2749	140735	56160780	56167618	6839	+	0	inside	195	DYNLL2
chr17	57696540	57696545	6	*	X2751	1213	57697050	57774317	77268	+	504	upstream	504	CLTC
chr17	57697346	57697387	42	*	X2752	1213	57697050	57774317	77268	+	0	inside	295	CLTC
chr17	58042005	58042011	7	*	X2753	51136	58029723	58042117	12395	-	0	inside	105	RNFT1
chr17	58156878	58156903	26	*	X2754	63897	58120552	58156292	35741	-	585	upstream	585	HEATR6
chr17	60143054	60143077	24	*	X2756	9969	60019966	60142643	122678	-	410	upstream	410	MED13
chr17	62207305	62207375	71	*	X2758	2081	62120390	62207502	87113	-	0	inside	126	ERN1
chr17	62223483	62223534	52	*	X2759	677842	62223699	62223831	133	+	164	upstream	164	SNORA50C
chr17	62223483	62223534	52	*	X2759	692227	62223438	62223517	80	+	0	overlapEnd	44	SNORD104
chr17	62340500	62340551	52	*	X2760	55852	62224795	62340653	115859	-	0	inside	101	TEX2
chr17	62502235	62502269	35	*	X2761	1655	62494374	62502484	8111	-	0	inside	214	DDX5
chr17	62502235	62502269	35	*	X2761	90799	62503158	62534062	30905	+	888	upstream	888	CEP95
chr17	62503130	62503147	18	*	X2762	1655	62494374	62502484	8111	-	645	upstream	645	DDX5
chr17	62503130	62503147	18	*	X2762	90799	62503158	62534062	30905	+	10	upstream	10	CEP95
chr17	62503159	62503193	35	*	X2763	1655	62494374	62502484	8111	-	674	upstream	674	DDX5
chr17	62503159	62503193	35	*	X2763	90799	62503158	62534062	30905	+	0	inside	0	CEP95
chr17	62971840	62971899	60	*	X2764	201283	62962668	62971703	9036	-	136	upstream	136	AMZ2P1
chr17	67410893	67411015	123	*	X2772	5608	67410838	67538470	127633	+	0	inside	54	MAP2K6
chr17	71188706	71188774	69	*	X2774	9382	71189173	71204645	15473	+	398	upstream	398	COG1
chr17	72427436	72427538	103	*	X2775	55890	72427667	72446720	19054	+	128	upstream	128	GPRC5C
chr17	72667205	72667391	187	*	X2776	326624	72667256	72743474	76219	+	0	overlapStart	0	RAB37
chr17	73008487	73008560	74	*	X2777	3396	73008780	73017356	8577	+	219	upstream	219	MRPL58
chr17	73008746	73009137	392	*	X2778	3396	73008780	73017356	8577	+	0	overlapStart	0	MRPL58
chr17	73042804	73042860	57	*	X2782	10476	73034955	73043074	8120	-	0	inside	213	ATP5PD
chr17	73267572	73267595	24	*	X2787	100287042	73267380	73269976	2597	+	0	inside	191	LOC100287042
